,AMZN,AMZN,AMZN,AMZN,AMZN,AMZN,SQ,SQ,SQ,SQ,SQ,SQ,AAPL,AAPL,AAPL,AAPL,AAPL,AAPL
,Open,High,Low,Close,Adj Close,Volume,Open,High,Low,Close,Adj Close,Volume,Open,High,Low,Close,Adj Close,Volume
Date,,,,,,,,,,,,,,,,,,
2018-08-20,1890.5699462890625,1891.75,1866.06005859375,1876.7099609375,1876.7099609375,2862000,72.94999694824219,74.4000015258789,72.01000213623047,74.26000213623047,74.26000213623047,7076700,54.525001525878906,54.79499816894531,53.77750015258789,53.8650016784668,52.352115631103516,121150800
2018-08-21,1880.0,1897.75,1874.4100341796875,1883.4200439453125,1883.4200439453125,3105600,74.26000213623047,76.30999755859375,74.26000213623047,75.19000244140625,75.19000244140625,8587800,54.20000076293945,54.29750061035156,53.50749969482422,53.7599983215332,52.25006103515625,104639200
2018-08-22,1876.6400146484375,1905.800048828125,1876.6400146484375,1904.9000244140625,1904.9000244140625,3080500,75.19000244140625,76.83000183105469,74.75,76.44000244140625,76.44000244140625,6827800,53.525001525878906,54.09000015258789,53.459999084472656,53.76250076293945,52.25249481201172,76072400
2018-08-23,1907.1700439453125,1919.5,1900.760009765625,1902.9000244140625,1902.9000244140625,3563000,76.95999908447266,78.43000030517578,76.66100311279297,77.12000274658203,77.12000274658203,7721700,53.662498474121094,54.26250076293945,53.650001525878906,53.872501373291016,52.359405517578125,75532800
2018-08-24,1910.510009765625,1916.010009765625,1902.5400390625,1905.3900146484375,1905.3900146484375,2800900,77.83999633789062,78.47000122070312,77.44999694824219,78.18000030517578,78.18000030517578,7050600,54.150001525878906,54.224998474121094,53.77750015258789,54.040000915527344,52.52220916748047,73905600
2018-08-27,1915.0,1927.699951171875,1909.280029296875,1927.6800537109375,1927.6800537109375,3569000,78.79000091552734,79.05999755859375,77.26000213623047,78.25,78.25,8257200,54.287498474121094,54.685001373291016,54.08250045776367,54.48500061035156,52.954708099365234,82100400
2018-08-28,1937.72998046875,1941.780029296875,1928.8199462890625,1932.8199462890625,1932.8199462890625,3100700,78.83999633789062,81.41000366210938,78.62300109863281,80.80000305175781,80.80000305175781,11452000,54.752498626708984,55.1349983215332,54.72999954223633,54.92499923706055,53.382347106933594,91107200
2018-08-29,1953.449951171875,1998.68994140625,1948.93994140625,1998.0999755859375,1998.0999755859375,6531800,82.40499877929688,86.16999816894531,81.44000244140625,85.69999694824219,85.69999694824219,22484700,55.037498474121094,55.872501373291016,54.852500915527344,55.744998931884766,54.17931365966797,109019200
2018-08-30,1997.4200439453125,2025.5699462890625,1986.9000244140625,2002.3800048828125,2002.3800048828125,7277300,85.72000122070312,89.22000122070312,85.5,87.76000213623047,87.76000213623047,20083800,55.8125,57.064998626708984,55.599998474121094,56.25749969482422,54.67742156982422,195175200
2018-08-31,2007.0,2022.3800048828125,2004.739990234375,2012.7099609375,2012.7099609375,4204400,87.83000183105469,89.69499969482422,87.37999725341797,88.63999938964844,88.63999938964844,11165100,56.627498626708984,57.217498779296875,56.5,56.907501220703125,55.309165954589844,173360400
2018-09-04,2026.5,2050.5,2013.0,2039.510009765625,2039.510009765625,5721100,88.73999786376953,91.63999938964844,87.76000213623047,91.25,91.25,13753200,57.102500915527344,57.29499816894531,56.657501220703125,57.09000015258789,55.486541748046875,109560400
2018-09-05,2038.1099853515625,2040.3800048828125,1989.8900146484375,1994.8199462890625,1994.8199462890625,8220600,91.30000305175781,91.41000366210938,84.33999633789062,87.19999694824219,87.19999694824219,18020900,57.247501373291016,57.41749954223633,56.275001525878906,56.717498779296875,55.12450408935547,133332000
2018-09-06,2006.510009765625,2007.5,1935.2099609375,1958.31005859375,1958.31005859375,7488700,87.83000183105469,89.80000305175781,86.69999694824219,88.54000091552734,88.54000091552734,12523600,56.557498931884766,56.837501525878906,55.32500076293945,55.775001525878906,54.208473205566406,137160000
2018-09-07,1938.7099609375,1975.199951171875,1937.3499755859375,1952.0699462890625,1952.0699462890625,4892600,87.66000366210938,91.5,86.55000305175781,89.97000122070312,89.97000122070312,10503800,55.462501525878906,56.342498779296875,55.1775016784668,55.32500076293945,53.771114349365234,150479200
2018-09-10,1971.0,1973.0400390625,1931.52001953125,1939.010009765625,1939.010009765625,4544800,90.33999633789062,90.83000183105469,87.79000091552734,89.38999938964844,89.38999938964844,10223500,55.23749923706055,55.462501525878906,54.11750030517578,54.58250045776367,53.049461364746094,158066000
2018-09-11,1928.27001953125,1988.8800048828125,1917.0,1987.1500244140625,1987.1500244140625,5033600,88.9000015258789,92.91899871826172,88.69999694824219,92.27999877929688,92.27999877929688,11994800,54.502498626708984,56.07500076293945,54.13999938964844,55.962501525878906,54.390708923339844,142996000
2018-09-12,1994.0,2000.0,1962.43994140625,1990.0,1990.0,4414000,92.29000091552734,92.4000015258789,88.4000015258789,90.44000244140625,90.44000244140625,12707900,56.23500061035156,56.25,54.959999084472656,55.26750183105469,53.71522903442383,197114800
2018-09-13,2000.0,2008.760009765625,1982.030029296875,1989.8699951171875,1989.8699951171875,3621500,91.16000366210938,92.38999938964844,89.43000030517578,90.22000122070312,90.22000122070312,9672800,55.880001068115234,57.087501525878906,55.64250183105469,56.602500915527344,55.01272964477539,166825600
2018-09-14,1992.9300537109375,1993.6500244140625,1959.219970703125,1970.18994140625,1970.18994140625,3642000,90.26000213623047,91.29000091552734,89.30999755859375,90.81999969482422,90.81999969482422,7278500,56.4375,56.709999084472656,55.630001068115234,55.959999084472656,54.38827896118164,127997200
2018-09-17,1954.72998046875,1956.8199462890625,1887.4100341796875,1908.030029296875,1908.030029296875,7050200,90.13999938964844,91.94999694824219,86.51000213623047,86.86000061035156,86.86000061035156,10516400,55.537498474121094,55.73749923706055,54.317501068115234,54.470001220703125,52.94013214111328,148780400
2018-09-18,1918.6500244140625,1958.199951171875,1915.43994140625,1941.050048828125,1941.050048828125,4268700,87.94000244140625,89.37999725341797,87.05999755859375,87.98999786376953,87.98999786376953,10583000,54.4474983215332,55.462501525878906,54.279998779296875,54.560001373291016,53.02759552001953,126286800
2018-09-19,1940.5,1940.8299560546875,1904.9000244140625,1926.4200439453125,1926.4200439453125,4056800,88.30000305175781,88.55999755859375,83.33000183105469,84.80000305175781,84.80000305175781,13187700,54.625,54.904998779296875,53.82500076293945,54.592498779296875,53.05918884277344,108495200
2018-09-20,1938.5799560546875,1955.0,1932.25,1944.300048828125,1944.300048828125,3154900,85.9800033569336,87.31999969482422,84.81999969482422,86.51000213623047,86.51000213623047,9195800,55.060001373291016,55.56999969482422,54.787498474121094,55.00749969482422,53.462528228759766,106435200
2018-09-21,1954.219970703125,1957.31005859375,1910.5,1915.010009765625,1915.010009765625,6855900,87.05000305175781,87.73999786376953,85.16000366210938,85.30000305175781,85.30000305175781,10114000,55.19499969482422,55.34000015258789,54.3224983215332,54.415000915527344,52.88667297363281,384986800
2018-09-24,1903.7900390625,1936.8800048828125,1865.0,1934.3599853515625,1934.3599853515625,4213700,83.9000015258789,87.12999725341797,81.52999877929688,86.04000091552734,86.04000091552734,8152100,54.20500183105469,55.314998626708984,54.157501220703125,55.1974983215332,53.64719009399414,110773600
2018-09-25,1942.9000244140625,1975.9100341796875,1938.8499755859375,1974.550048828125,1974.550048828125,4538400,88.73999786376953,96.0,88.19000244140625,95.3499984741211,95.3499984741211,28195200,54.9375,55.70500183105469,54.92499923706055,55.54750061035156,53.987361907958984,98217600
2018-09-26,1968.5,1995.25,1961.52001953125,1974.8499755859375,1974.8499755859375,4313500,97.45999908447266,98.47000122070312,94.05000305175781,94.6500015258789,94.6500015258789,25510900,55.25,55.9375,54.939998626708984,55.10499954223633,53.55729675292969,95938800
2018-09-27,1993.239990234375,2016.1600341796875,1988.5799560546875,2012.97998046875,2012.97998046875,4329400,94.91000366210938,99.12999725341797,94.7699966430664,97.95999908447266,97.95999908447266,21040400,55.95500183105469,56.61000061035156,55.8849983215332,56.23749923706055,54.65797805786133,120724800
2018-09-28,2004.4100341796875,2026.52001953125,1996.4599609375,2003.0,2003.0,4085100,97.36000061035156,100.38999938964844,97.06999969482422,99.01000213623047,99.01000213623047,15268200,56.1974983215332,56.459999084472656,56.005001068115234,56.435001373291016,54.849937438964844,91717600
2018-10-01,2021.989990234375,2033.18994140625,2003.5999755859375,2004.3599853515625,2004.3599853515625,3460500,100.80000305175781,101.1500015258789,96.5999984741211,97.27999877929688,97.27999877929688,12616900,56.98749923706055,57.35499954223633,56.587501525878906,56.814998626708984,55.219261169433594,94403200
2018-10-02,1999.989990234375,2013.3900146484375,1965.77001953125,1971.31005859375,1971.31005859375,5400700,97.66000366210938,100.41600036621094,97.25,97.83000183105469,97.83000183105469,11895000,56.8125,57.5,56.657501220703125,57.31999969482422,55.710079193115234,99152800
2018-10-03,1981.699951171875,1989.699951171875,1949.81005859375,1952.760009765625,1952.760009765625,5253100,98.4800033569336,98.69999694824219,95.69000244140625,96.95999908447266,96.95999908447266,9820600,57.51250076293945,58.36750030517578,57.44499969482422,58.01750183105469,56.38798522949219,114619200
2018-10-04,1949.0,1956.0,1896.5699462890625,1909.4200439453125,1909.4200439453125,7257000,96.98999786376953,97.05999755859375,92.30000305175781,94.48999786376953,94.48999786376953,13896300,57.69499969482422,58.087501525878906,56.682498931884766,56.997501373291016,55.39664077758789,128168000
2018-10-05,1917.989990234375,1929.0799560546875,1862.8299560546875,1889.6500244140625,1889.6500244140625,6822300,94.41000366210938,96.30999755859375,91.62999725341797,94.11000061035156,94.11000061035156,12099800,56.9900016784668,57.102500915527344,55.14500045776367,56.0724983215332,54.49761962890625,134322000
2018-10-08,1874.0,1902.0,1830.6600341796875,1864.4200439453125,1864.4200439453125,7393200,92.4000015258789,92.63999938964844,83.55000305175781,86.05999755859375,86.05999755859375,30365100,55.5525016784668,56.20000076293945,55.04999923706055,55.942501068115234,54.37127685546875,118655600
2018-10-09,1859.989990234375,1896.6800537109375,1852.3199462890625,1870.3199462890625,1870.3199462890625,4772900,83.69000244140625,87.66000366210938,83.0,86.16999816894531,86.16999816894531,16729100,55.90999984741211,56.817501068115234,55.5625,56.717498779296875,55.12450408935547,107564000
2018-10-10,1857.8900146484375,1858.56005859375,1754.4100341796875,1755.25,1755.25,10988900,86.73999786376953,86.9000015258789,76.9000015258789,77.44999694824219,77.44999694824219,32581900,56.3650016784668,56.587501525878906,54.01250076293945,54.09000015258789,52.570804595947266,167962400
2018-10-11,1724.0,1755.4000244140625,1685.0999755859375,1719.3599853515625,1719.3599853515625,13935900,72.36000061035156,74.37999725341797,65.0,69.02999877929688,69.02999877929688,63545700,53.630001068115234,54.875,53.08000183105469,53.61249923706055,52.106712341308594,212497600
2018-10-12,1808.0,1808.949951171875,1742.530029296875,1788.6099853515625,1788.6099853515625,9444600,76.25,76.37999725341797,71.5199966430664,73.97000122070312,73.97000122070312,38121500,55.10499954223633,55.720001220703125,54.209999084472656,55.52750015258789,53.967926025390625,161351600
2018-10-15,1795.0,1795.050048828125,1734.22998046875,1760.949951171875,1760.949951171875,6437200,74.55999755859375,75.9000015258789,72.75,73.7699966430664,73.7699966430664,22583500,55.290000915527344,55.45750045776367,54.317501068115234,54.34000015258789,52.813777923583984,123164000
2018-10-16,1783.5,1823.8800048828125,1761.550048828125,1819.9599609375,1819.9599609375,5859900,76.5,79.0999984741211,73.86000061035156,78.72000122070312,78.72000122070312,23256400,54.73249816894531,55.747501373291016,54.189998626708984,55.537498474121094,53.97764587402344,116736000
2018-10-17,1842.7900390625,1845.0,1807.0,1831.72998046875,1831.72998046875,5295200,79.93000030517578,80.31999969482422,75.91000366210938,78.05000305175781,78.05000305175781,16656800,55.57500076293945,55.65999984741211,54.834999084472656,55.29750061035156,53.744380950927734,91541600
2018-10-18,1821.489990234375,1830.1500244140625,1767.8699951171875,1770.719970703125,1770.719970703125,5874000,76.19000244140625,77.56999969482422,73.5999984741211,74.95999908447266,74.95999908447266,15368000,54.46500015258789,54.935001373291016,53.25,54.005001068115234,52.48818588256836,130325200
2018-10-19,1785.1600341796875,1809.0999755859375,1753.0,1764.030029296875,1764.030029296875,5907200,77.4800033569336,78.69999694824219,74.01000213623047,74.06999969482422,74.06999969482422,16924800,54.51499938964844,55.314998626708984,54.35749816894531,54.82749938964844,53.28758239746094,132314800
2018-10-22,1784.0,1809.5,1756.0,1789.300048828125,1789.300048828125,4500000,74.80000305175781,76.3499984741211,72.27999877929688,75.72000122070312,75.72000122070312,15948000,54.9474983215332,55.84000015258789,54.73500061035156,55.162498474121094,53.613182067871094,115168400
2018-10-23,1742.239990234375,1776.3399658203125,1714.0,1768.699951171875,1768.699951171875,6723900,72.79000091552734,74.41999816894531,71.55000305175781,74.1500015258789,74.1500015258789,16952900,53.95750045776367,55.8125,53.67499923706055,55.682498931884766,54.118568420410156,155071200
2018-10-24,1773.699951171875,1777.7099609375,1656.56005859375,1664.199951171875,1664.199951171875,6928400,74.06999969482422,75.20999908447266,69.0999984741211,69.33999633789062,69.33999633789062,15587900,55.650001525878906,56.057498931884766,53.6349983215332,53.772499084472656,52.26221466064453,163702000
2018-10-25,1703.3399658203125,1794.81005859375,1692.010009765625,1782.1700439453125,1782.1700439453125,10285700,70.1500015258789,74.4000015258789,69.5,73.48999786376953,73.48999786376953,13759200,54.4275016784668,55.345001220703125,54.1875,54.95000076293945,53.40664291381836,119423200
2018-10-26,1649.5899658203125,1698.4599609375,1603.0,1642.81005859375,1642.81005859375,14963800,70.70999908447266,73.30999755859375,68.9000015258789,71.12000274658203,71.12000274658203,16771800,53.974998474121094,55.04750061035156,53.16749954223633,54.07500076293945,52.556217193603516,189033600
2018-10-29,1660.0,1665.739990234375,1495.0,1538.8800048828125,1538.8800048828125,13866100,72.47000122070312,73.55000305175781,65.37000274658203,67.27999877929688,67.27999877929688,20295600,54.79750061035156,54.92250061035156,51.522499084472656,53.060001373291016,51.569732666015625,183742000
2018-10-30,1486.1600341796875,1540.989990234375,1476.3599853515625,1530.4200439453125,1530.4200439453125,12460100,65.91000366210938,68.9000015258789,64.49400329589844,68.76000213623047,68.76000213623047,17359100,52.787498474121094,53.79499816894531,52.317501068115234,53.32500076293945,51.8272819519043,146640000
2018-10-31,1569.989990234375,1623.9100341796875,1565.0899658203125,1598.010009765625,1598.010009765625,9390200,71.11000061035156,74.5199966430664,71.04000091552734,73.44999694824219,73.44999694824219,17915800,54.220001220703125,55.11249923706055,54.154998779296875,54.71500015258789,53.17824935913086,153435600
2018-11-01,1623.530029296875,1670.449951171875,1598.43994140625,1665.530029296875,1665.530029296875,8135500,74.01000213623047,77.16999816894531,72.5,76.73999786376953,76.73999786376953,13574000,54.76250076293945,55.59000015258789,54.20249938964844,55.55500030517578,53.99465560913086,233292800
2018-11-02,1678.5899658203125,1697.43994140625,1651.8299560546875,1665.530029296875,1665.530029296875,6955500,76.7699966430664,79.94000244140625,76.31999969482422,77.76000213623047,77.76000213623047,13561600,52.38750076293945,53.412498474121094,51.35749816894531,51.869998931884766,50.41315841674805,365314800
2018-11-05,1657.5699462890625,1658.0899658203125,1596.3599853515625,1627.800048828125,1627.800048828125,5624700,76.87000274658203,76.97000122070312,72.22000122070312,75.01000213623047,75.01000213623047,16851400,51.07500076293945,51.09749984741211,49.54249954223633,50.397499084472656,48.98200225830078,264654800
2018-11-06,1618.3499755859375,1665.0,1614.550048828125,1642.81005859375,1642.81005859375,4257400,76.91000366210938,79.37000274658203,76.2699966430664,77.30999755859375,77.30999755859375,18563300,50.47999954223633,51.18000030517578,50.42250061035156,50.942501068115234,49.51169967651367,127531600
2018-11-07,1673.0,1759.22998046875,1664.0799560546875,1755.489990234375,1755.489990234375,8192200,78.5199966430664,83.0,78.44000244140625,82.69000244140625,82.69000244140625,24041900,51.49250030517578,52.51499938964844,51.032501220703125,52.48749923706055,51.013309478759766,133697600
2018-11-08,1755.0,1784.0,1725.1099853515625,1754.9100341796875,1754.9100341796875,6534900,79.43000030517578,80.5999984741211,73.66000366210938,75.2300033569336,75.2300033569336,35808900,52.494998931884766,52.529998779296875,51.6875,52.122501373291016,50.83531951904297,101450400
2018-11-09,1732.5,1743.9200439453125,1701.8699951171875,1712.4300537109375,1712.4300537109375,5902200,73.0999984741211,74.5999984741211,71.5,73.2699966430664,73.2699966430664,17267100,51.38750076293945,51.502498626708984,50.5625,51.11750030517578,49.85513687133789,137463200
2018-11-12,1698.239990234375,1708.550048828125,1630.010009765625,1636.8499755859375,1636.8499755859375,6806200,73.01000213623047,73.80000305175781,67.21099853515625,69.83000183105469,69.83000183105469,19982100,49.75,49.962501525878906,48.4474983215332,48.54249954223633,47.34372329711914,204542000
2018-11-13,1649.2900390625,1677.06005859375,1613.75,1631.1700439453125,1631.1700439453125,5933300,70.29000091552734,72.80000305175781,68.5,71.8499984741211,71.8499984741211,18485900,47.907501220703125,49.29499816894531,47.86249923706055,48.057498931884766,46.870704650878906,187531600
2018-11-14,1656.3199462890625,1673.0,1597.0699462890625,1599.010009765625,1599.010009765625,6486900,72.44999694824219,73.41999816894531,68.51000213623047,69.80999755859375,69.80999755859375,14251900,48.474998474121094,48.619998931884766,46.48249816894531,46.70000076293945,45.54672622680664,243204000
2018-11-15,1581.010009765625,1624.8199462890625,1546.510009765625,1619.43994140625,1619.43994140625,8427300,70.19000244140625,74.22000122070312,69.05999755859375,73.5999984741211,73.5999984741211,12244400,47.09749984741211,47.99250030517578,46.724998474121094,47.852500915527344,46.67076873779297,185915200
2018-11-16,1587.5,1614.47998046875,1573.1199951171875,1593.4100341796875,1593.4100341796875,6066100,71.51000213623047,73.19999694824219,69.94000244140625,70.58999633789062,70.58999633789062,13311400,47.625,48.74250030517578,47.3650016784668,48.38249969482422,47.18767547607422,147713200
2018-11-19,1577.010009765625,1581.18994140625,1503.3599853515625,1512.2900390625,1512.2900390625,7790000,70.08999633789062,70.4000015258789,62.70000076293945,62.970001220703125,62.970001220703125,22491200,47.5,47.67499923706055,46.247501373291016,46.46500015258789,45.31753158569336,167701200
2018-11-20,1437.5,1534.75,1420.0,1495.4599609375,1495.4599609375,10878800,56.0,63.58000183105469,55.369998931884766,61.81999969482422,61.81999969482422,34865500,44.592498779296875,45.36750030517578,43.877498626708984,44.244998931884766,43.152347564697266,271300800
2018-11-21,1542.989990234375,1550.0,1515.0,1516.72998046875,1516.72998046875,5716800,63.310001373291016,63.959999084472656,60.27000045776367,62.619998931884766,62.619998931884766,15670500,44.932498931884766,45.067501068115234,44.13750076293945,44.19499969482422,43.10358810424805,124496800
2018-11-23,1517.0,1536.199951171875,1501.81005859375,1502.06005859375,1502.06005859375,2707600,61.66999816894531,64.0,61.529998779296875,63.470001220703125,63.470001220703125,6010500,43.73500061035156,44.150001525878906,43.025001525878906,43.0724983215332,42.008811950683594,94496000
2018-11-26,1539.0,1584.81005859375,1524.219970703125,1581.3299560546875,1581.3299560546875,6257700,64.80000305175781,66.9000015258789,63.779998779296875,66.5199966430664,66.5199966430664,12630400,43.560001373291016,43.73749923706055,42.564998626708984,43.654998779296875,42.57692337036133,179994000
2018-11-27,1575.989990234375,1597.6500244140625,1558.010009765625,1581.4200439453125,1581.4200439453125,5783200,65.58999633789062,67.30000305175781,65.12000274658203,65.87999725341797,65.87999725341797,9607400,42.877498626708984,43.692501068115234,42.720001220703125,43.560001373291016,42.48426818847656,165549600
2018-11-28,1613.9200439453125,1681.449951171875,1601.219970703125,1677.75,1677.75,8458700,67.01000213623047,70.0999984741211,65.43000030517578,69.88999938964844,69.88999938964844,16478200,44.182498931884766,45.3224983215332,43.73249816894531,45.23500061035156,44.11790466308594,184250000
2018-11-29,1674.989990234375,1689.989990234375,1652.3299560546875,1673.5699462890625,1673.5699462890625,6613200,69.44000244140625,70.72000122070312,67.55000305175781,69.9000015258789,69.9000015258789,13912800,45.665000915527344,45.70000076293945,44.42499923706055,44.88750076293945,43.77899169921875,167080000
2018-11-30,1679.5,1696.0,1666.5,1690.1700439453125,1690.1700439453125,5761800,69.4000015258789,70.68000030517578,68.4000015258789,69.83999633789062,69.83999633789062,12218100,45.0724983215332,45.08250045776367,44.25749969482422,44.64500045776367,43.54248046875,158126000
2018-12-03,1769.4599609375,1778.3399658203125,1730.0,1772.3599853515625,1772.3599853515625,6862300,73.06999969482422,73.08999633789062,71.06999969482422,71.94999694824219,71.94999694824219,16208500,46.1150016784668,46.23500061035156,45.3025016784668,46.20500183105469,45.06394958496094,163210000
2018-12-04,1756.0,1770.3399658203125,1665.0,1668.4000244140625,1668.4000244140625,8694500,70.05000305175781,70.80000305175781,63.27000045776367,63.5099983215332,63.5099983215332,31179700,45.23749923706055,45.59749984741211,44.067501068115234,44.17250061035156,43.08164596557617,165377200
2018-12-06,1614.8699951171875,1701.050048828125,1609.8499755859375,1699.18994140625,1699.18994140625,8789400,61.5099983215332,65.69999694824219,60.20000076293945,65.69000244140625,65.69000244140625,23253600,42.939998626708984,43.69499969482422,42.60499954223633,43.68000030517578,42.60131072998047,172393600
2018-12-07,1705.0699462890625,1718.9300537109375,1625.4599609375,1629.1300048828125,1629.1300048828125,7576100,64.94000244140625,66.08999633789062,59.0,60.779998779296875,60.779998779296875,20672200,43.372501373291016,43.622501373291016,42.07500076293945,42.122501373291016,41.082271575927734,169126400
2018-12-10,1623.8399658203125,1657.989990234375,1590.8699951171875,1641.030029296875,1641.030029296875,7494800,59.77000045776367,64.12999725341797,59.75,63.380001068115234,63.380001068115234,18276800,41.25,42.522499084472656,40.83250045776367,42.400001525878906,41.3529167175293,248104000
2018-12-11,1678.0,1679.469970703125,1619.5999755859375,1643.239990234375,1643.239990234375,6244700,64.8499984741211,65.75,61.14400100708008,61.779998779296875,61.779998779296875,17887300,42.915000915527344,42.9474983215332,41.75,42.157501220703125,41.11640548706055,189126800
2018-12-12,1669.0,1704.989990234375,1660.27001953125,1663.5400390625,1663.5400390625,6598000,63.0,65.69000244140625,62.784000396728516,63.650001525878906,63.650001525878906,15966600,42.599998474121094,42.97999954223633,42.255001068115234,42.275001525878906,41.23100662231445,142510800
2018-12-13,1680.0,1692.1199951171875,1641.5,1658.3800048828125,1658.3800048828125,5271300,63.970001220703125,64.4000015258789,62.130001068115234,62.900001525878906,62.900001525878906,10708100,42.622501373291016,43.14250183105469,42.38750076293945,42.73749923706055,41.68208312988281,127594400
2018-12-14,1638.0,1642.5699462890625,1585.0,1591.9100341796875,1591.9100341796875,6367200,61.939998626708984,63.939998626708984,61.0,62.13999938964844,62.13999938964844,10528100,42.25,42.27000045776367,41.31999969482422,41.369998931884766,40.348350524902344,162814800
2018-12-17,1566.0,1576.1300048828125,1505.010009765625,1520.9100341796875,1520.9100341796875,8829800,61.08000183105469,61.86000061035156,58.18000030517578,58.619998931884766,58.619998931884766,16517300,41.36249923706055,42.087501525878906,40.682498931884766,40.98500061035156,39.972862243652344,177151600
2018-12-18,1540.0,1567.550048828125,1523.010009765625,1551.47998046875,1551.47998046875,6523000,59.16999816894531,60.994998931884766,58.310001373291016,59.91999816894531,59.91999816894531,16083600,41.345001220703125,41.88249969482422,41.09749984741211,41.51750183105469,40.492210388183594,135366000
2018-12-19,1543.050048828125,1584.530029296875,1483.1800537109375,1495.0799560546875,1495.0799560546875,8792200,60.0,62.4900016784668,58.810001373291016,59.029998779296875,59.029998779296875,18705300,41.5,41.86249923706055,39.772499084472656,40.22249984741211,39.229183197021484,196189200
2018-12-20,1484.0,1509.5,1432.68994140625,1460.8299560546875,1460.8299560546875,9991800,58.099998474121094,59.900001525878906,53.7599983215332,55.900001525878906,55.900001525878906,24787600,40.099998474121094,40.52750015258789,38.82500076293945,39.20750045776367,38.239253997802734,259092000
2018-12-21,1464.989990234375,1480.0,1363.9599609375,1377.449951171875,1377.449951171875,13640300,55.13999938964844,55.97999954223633,52.150001525878906,52.5099983215332,52.5099983215332,24945200,39.21500015258789,39.540000915527344,37.407501220703125,37.682498931884766,36.75191116333008,382978400
2018-12-24,1346.0,1396.030029296875,1307.0,1343.9599609375,1343.9599609375,7220000,50.380001068115234,52.5,49.81999969482422,50.720001220703125,50.720001220703125,11331800,37.037498474121094,37.88750076293945,36.647499084472656,36.70750045776367,35.800994873046875,148676800
2018-12-26,1368.8900146484375,1473.1600341796875,1363.010009765625,1470.9000244140625,1470.9000244140625,10411800,51.189998626708984,55.470001220703125,50.400001525878906,55.31999969482422,55.31999969482422,19549200,37.07500076293945,39.307498931884766,36.68000030517578,39.29249954223633,38.3221549987793,234330000
2018-12-27,1454.199951171875,1469.0,1390.31005859375,1461.6400146484375,1461.6400146484375,9722000,54.439998626708984,56.369998931884766,52.5099983215332,56.150001525878906,56.150001525878906,20228800,38.959999084472656,39.192501068115234,37.51750183105469,39.037498474121094,38.073455810546875,212468400
2018-12-28,1473.3499755859375,1513.469970703125,1449.0,1478.02001953125,1478.02001953125,8829000,56.70000076293945,57.099998474121094,54.91999816894531,55.869998931884766,55.869998931884766,18413300,39.375,39.630001068115234,38.63750076293945,39.057498931884766,38.092960357666016,169165600
2018-12-31,1510.800048828125,1520.760009765625,1487.0,1501.969970703125,1501.969970703125,6954500,56.439998626708984,57.349998474121094,55.459999084472656,56.09000015258789,56.09000015258789,13258800,39.63249969482422,39.84000015258789,39.119998931884766,39.435001373291016,38.46113967895508,140014000
2019-01-02,1465.199951171875,1553.3599853515625,1460.9300537109375,1539.1300048828125,1539.1300048828125,7983100,54.099998474121094,57.83000183105469,53.560001373291016,57.20000076293945,57.20000076293945,13434000,38.72249984741211,39.712501525878906,38.557498931884766,39.47999954223633,38.50502395629883,148158800
2019-01-03,1520.010009765625,1538.0,1497.1099853515625,1500.280029296875,1500.280029296875,6975600,55.58000183105469,56.72999954223633,52.2599983215332,52.41999816894531,52.41999816894531,19076300,35.994998931884766,36.43000030517578,35.5,35.54750061035156,34.669639587402344,365248800
2019-01-04,1530.0,1594.0,1518.31005859375,1575.3900146484375,1575.3900146484375,9182600,54.400001525878906,59.65999984741211,53.861000061035156,58.18000030517578,58.18000030517578,30228600,36.13249969482422,37.13750076293945,35.95000076293945,37.064998626708984,36.149662017822266,234428400
2019-01-07,1602.31005859375,1634.56005859375,1589.18994140625,1629.510009765625,1629.510009765625,7993200,59.0,61.290000915527344,58.04999923706055,60.720001220703125,60.720001220703125,18146900,37.17499923706055,37.20750045776367,36.474998474121094,36.98249816894531,36.0692024230957,219111200
2019-01-08,1664.68994140625,1676.6099853515625,1616.6099853515625,1656.5799560546875,1656.5799560546875,8881400,62.599998474121094,63.79999923706055,61.150001525878906,63.119998931884766,63.119998931884766,21511800,37.38999938964844,37.95500183105469,37.130001068115234,37.6875,36.75679397583008,164101200
2019-01-09,1652.97998046875,1667.800048828125,1641.4000244140625,1659.4200439453125,1659.4200439453125,6348800,63.29999923706055,66.9000015258789,62.560001373291016,65.93000030517578,65.93000030517578,21012400,37.8224983215332,38.63249969482422,37.407501220703125,38.32749938964844,37.380985260009766,180396400
2019-01-10,1641.010009765625,1663.25,1621.6199951171875,1656.219970703125,1656.219970703125,6507700,64.75,66.19999694824219,63.720001220703125,66.0999984741211,66.0999984741211,13562200,38.125,38.49250030517578,37.71500015258789,38.45000076293945,37.500465393066406,143122800
2019-01-11,1640.550048828125,1660.2900390625,1636.219970703125,1640.56005859375,1640.56005859375,4686200,65.69000244140625,67.63999938964844,65.22000122070312,66.2300033569336,66.2300033569336,14448300,38.220001220703125,38.42499923706055,37.877498626708984,38.0724983215332,37.13228988647461,108092800
2019-01-14,1615.0,1648.199951171875,1595.1500244140625,1617.2099609375,1617.2099609375,6005900,64.72000122070312,65.72000122070312,63.7400016784668,65.18000030517578,65.18000030517578,12364300,37.712501525878906,37.817501068115234,37.30500030517578,37.5,36.57392120361328,129756800
