,AMZN,AMZN,AMZN,AMZN,AMZN,AMZN,SQ,SQ,SQ,SQ,SQ,SQ,AAPL,AAPL,AAPL,AAPL,AAPL,AAPL
,Open,High,Low,Close,Adj Close,Volume,Open,High,Low,Close,Adj Close,Volume,Open,High,Low,Close,Adj Close,Volume
Date,,,,,,,,,,,,,,,,,,
2018-03-26,1530.0,1556.989990234375,1499.25,1555.8599853515625,1555.8599853515625,5624700,53.04999923706055,53.65999984741211,51.11000061035156,53.54999923706055,53.54999923706055,11332700,42.01750183105469,43.275001525878906,41.61000061035156,43.192501068115234,41.67197036743164,150164800
2018-03-27,1572.4000244140625,1575.969970703125,1482.3199462890625,1497.050048828125,1497.050048828125,6999600,54.86000061035156,55.150001525878906,50.349998474121094,51.060001373291016,51.060001373291016,13509300,43.41999816894531,43.787498474121094,41.72999954223633,42.084999084472656,40.60345458984375,163690400
2018-03-28,1447.0,1455.9000244140625,1386.1700439453125,1431.4200439453125,1431.4200439453125,13705300,50.400001525878906,50.400001525878906,46.13999938964844,47.38999938964844,47.38999938964844,27553900,41.8125,42.505001068115234,41.29750061035156,41.619998931884766,40.15482711791992,166674000
2018-03-29,1406.0,1455.469970703125,1365.199951171875,1447.3399658203125,1447.3399658203125,12581100,47.849998474121094,49.790000915527344,47.650001525878906,49.20000076293945,49.20000076293945,18350500,41.95249938964844,42.9375,41.724998474121094,41.94499969482422,40.46839141845703,153594000
2018-04-02,1417.6199951171875,1421.3599853515625,1355.0,1371.989990234375,1371.989990234375,10463600,48.880001068115234,49.369998931884766,47.02000045776367,47.68000030517578,47.68000030517578,11918400,41.65999984741211,42.23500061035156,41.11750030517578,41.66999816894531,40.20307159423828,150347200
2018-04-03,1391.3800048828125,1414.0,1355.3299560546875,1392.050048828125,1392.050048828125,10231200,48.70000076293945,48.869998931884766,46.75,47.58000183105469,47.58000183105469,9794600,41.90999984741211,42.1875,41.220001220703125,42.09749984741211,40.61552047729492,121112000
2018-04-04,1358.239990234375,1415.3900146484375,1352.8800048828125,1410.5699462890625,1410.5699462890625,6982300,45.459999084472656,47.84000015258789,45.15999984741211,47.66999816894531,47.66999816894531,10540100,41.220001220703125,43.002498626708984,41.192501068115234,42.90250015258789,41.39217758178711,138422000
2018-04-05,1441.989990234375,1459.56005859375,1427.0699462890625,1451.75,1451.75,6413500,48.29999923706055,48.880001068115234,47.56999969482422,48.02000045776367,48.02000045776367,9375200,43.14500045776367,43.557498931884766,43.02000045776367,43.20000076293945,41.679203033447266,107732800
2018-04-06,1429.969970703125,1452.5,1400.260009765625,1405.22998046875,1405.22998046875,5882300,47.5,47.650001525878906,44.939998626708984,45.869998931884766,45.869998931884766,14184800,42.74250030517578,43.119998931884766,42.04999923706055,42.095001220703125,40.61310577392578,140021200
2018-04-09,1425.030029296875,1438.47998046875,1402.5699462890625,1406.0799560546875,1406.0799560546875,4208200,46.130001068115234,47.189998626708984,45.83000183105469,45.88999938964844,45.88999938964844,8445300,42.470001220703125,43.272499084472656,42.462501525878906,42.51250076293945,41.015907287597656,116070800
2018-04-10,1431.989990234375,1438.3800048828125,1415.699951171875,1436.219970703125,1436.219970703125,4254100,46.9900016784668,47.880001068115234,46.50199890136719,47.79999923706055,47.79999923706055,8701500,43.25,43.5,42.88249969482422,43.3125,41.787750244140625,113634400
2018-04-11,1439.43994140625,1448.780029296875,1424.8900146484375,1427.050048828125,1427.050048828125,3582500,47.66999816894531,48.9900016784668,47.459999084472656,47.7599983215332,47.7599983215332,7832300,43.057498931884766,43.47999954223633,42.92499923706055,43.11000061035156,41.592369079589844,89726400
2018-04-12,1439.5,1452.1199951171875,1435.06005859375,1448.5,1448.5,3135000,48.45000076293945,50.13999938964844,48.150001525878906,49.689998626708984,49.689998626708984,10479900,43.352500915527344,43.75,43.2599983215332,43.53499984741211,42.00241470336914,91557200
2018-04-13,1449.1400146484375,1459.780029296875,1424.52001953125,1430.7900390625,1430.7900390625,3685300,50.34000015258789,50.41999816894531,47.209999084472656,47.5,47.5,11286200,43.69499969482422,43.959999084472656,43.462501525878906,43.682498931884766,42.14472198486328,100497200
